"Classification","Year","Period","Period.Desc","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Partner.Code","Partner","Commodity.Code","Commodity","Qty.Unit.Code","Netweight.kg","Trade.Value.USD","Flag"
"HS",2015,201503,"March 2015",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1000,5120,0
"HS",2015,201504,"April 2015",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,432,2233,0
"HS",2015,201506,"June 2015",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,594,2511,0
"HS",2015,201512,"December 2015",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1891,7508,0
"HS",2015,201501,"January 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,73449,155305,0
"HS",2015,201502,"February 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,89326,251578,0
"HS",2015,201503,"March 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,80228,215003,0
"HS",2015,201504,"April 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,112751,355875,0
"HS",2015,201505,"May 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,53043,204770,0
"HS",2015,201506,"June 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,110501,294017,0
"HS",2015,201507,"July 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,74368,170584,0
"HS",2015,201508,"August 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,130694,326703,0
"HS",2015,201509,"September 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,74423,229801,0
"HS",2015,201510,"October 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,52535,162432,0
"HS",2015,201511,"November 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,117459,267578,0
"HS",2015,201512,"December 2015",6,1,1,"Imports",398,"Kazakhstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,103746,237301,0
"HS",2016,201602,"February 2016",6,1,1,"Imports",31,"Azerbaijan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,108,1511,0
"HS",2016,201602,"February 2016",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,29047,54622,0
"HS",2016,201604,"April 2016",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,3364,4650,0
"HS",2016,201605,"May 2016",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,3409,5009,0
"HS",2016,201606,"June 2016",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1938,2329,0
"HS",2016,201607,"July 2016",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,3354,4251,0
"HS",2016,201609,"September 2016",6,1,1,"Imports",51,"Armenia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1276,2783,0
"HS",2016,201601,"January 2016",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,39543,114100,0
"HS",2016,201602,"February 2016",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,23067,61100,0
"HS",2016,201603,"March 2016",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,275,600,0
"HS",2016,201604,"April 2016",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,24442,77400,0
"HS",2016,201605,"May 2016",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,15604,45900,0
"HS",2016,201606,"June 2016",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,20272,71500,0
"HS",2016,201607,"July 2016",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,20100,78300,0
"HS",2016,201608,"August 2016",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,220,900,0
"HS",2016,201609,"September 2016",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,284,700,0
"HS",2016,201610,"October 2016",6,1,1,"Imports",112,"Belarus",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,216,900,0
"HS",2016,201603,"March 2016",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,48,188,0
"HS",2016,201605,"May 2016",6,1,1,"Imports",268,"Georgia",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,955,4207,0
"HS",2016,201601,"January 2016",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,20000,53704,0
"HS",2016,201602,"February 2016",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,120000,311312,0
"HS",2016,201603,"March 2016",6,1,1,"Imports",417,"Kyrgyzstan",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,60000,178867,0
"HS",2016,201603,"March 2016",6,1,1,"Imports",554,"New Zealand",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,484178,1448133,0
"HS",2016,201607,"July 2016",6,1,1,"Imports",554,"New Zealand",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,44,680,0
"HS",2016,201607,"July 2016",6,1,1,"Imports",842,"United States of America",643,"Russian Federation",40510,"Dairy produce; derived from milk, butter",0,1080,7480,0
